Arc Length (m),Radius (m),Curvature (1/m),Angle (deg),Coordinates
707.1778803995162,1639.0610476224167,0.0006101054023891156,24.72043855271558,"[<QgsPointXY: POINT(8114780.23502991441637278 2162497.94001706084236503)>, <QgsPointXY: POINT(8115095.71256302110850811 2162420.31584838731214404)>, <QgsPointXY: POINT(8115438.70267168991267681 2162251.48434689873829484)>]"
693.8751883208287,2451.6603407184402,0.00040788684443415096,16.21599825201661,"[<QgsPointXY: POINT(8116091.66779834590852261 2161939.05288913613185287)>, <QgsPointXY: POINT(8116267.7482819389551878 2161845.90658934507519007)>, <QgsPointXY: POINT(8116436.49207871779799461 2161756.64180219126865268)>, <QgsPointXY: POINT(8116682.27108706720173359 2161578.11345163639634848)>]"
2332.4220121630046,1350.1572258061099,0.000740654481483037,98.9795371872805,"[<QgsPointXY: POINT(8116990.41193335689604282 2161376.30075911525636911)>, <QgsPointXY: POINT(8117606.69362593535333872 2160972.68162793619558215)>, <QgsPointXY: POINT(8118222.97531851381063461 2160662.21104637905955315)>, <QgsPointXY: POINT(8118509.10610435344278812 2160561.30916940234601498)>, <QgsPointXY: POINT(8118809.91026382520794868 2160600.11752197239547968)>, <QgsPointXY: POINT(8119037.34755513444542885 2160794.16044082585722208)>]"
2121.4644958852837,2088.296217680059,0.0004788592688784953,58.2058047953128,"[<QgsPointXY: POINT(8123520.06319996155798435 2162121.46567965671420097)>, <QgsPointXY: POINT(8124415.13899156264960766 2162338.81080336542800069)>, <QgsPointXY: POINT(8124811.32007964793592691 2162261.1872672219760716)>, <QgsPointXY: POINT(8125544.98876128811389208 2161950.69620784232392907)>]"
1435.5088424280268,987.2130938944625,0.0010129525288761056,83.3139254670674,"[<QgsPointXY: POINT(8124884.68694781139492989 2162245.66259701736271381)>, <QgsPointXY: POINT(8125412.92839859239757061 2162028.3185099340043962)>, <QgsPointXY: POINT(8125823.78286031261086464 2162121.46567965671420097)>, <QgsPointXY: POINT(8126190.61720113176852465 2162369.86030421359464526)>]"
772.3868933534088,288.82606198370576,0.003462291432884666,153.22200786322452,"[<QgsPointXY: POINT(8127929.41197662055492401 2162781.27085142163559794)>, <QgsPointXY: POINT(8128134.83920747879892588 2162703.64555640378966928)>, <QgsPointXY: POINT(8128296.24631744064390659 2162734.69563737791031599)>, <QgsPointXY: POINT(8128391.62324605416506529 2162866.65903239510953426)>, <QgsPointXY: POINT(8128406.29661968722939491 2163091.77511779498308897)>]"
1119.8702089260016,566.099892762709,0.001766472689333591,113.34366495064688,"[<QgsPointXY: POINT(8127731.3214325774461031 2162750.22069638129323721)>, <QgsPointXY: POINT(8127892.72854253929108381 2162765.74576772982254624)>, <QgsPointXY: POINT(8128098.15577339939773083 2162664.83302462194114923)>, <QgsPointXY: POINT(8128274.23625699151307344 2162517.34610744239762425)>, <QgsPointXY: POINT(8128347.60312515590339899 2162253.4249305771663785)>, <QgsPointXY: POINT(8128354.93981197290122509 2162028.31850993447005749)>]"
1242.2987987670836,1519.4496995322793,0.0006581330071721509,46.844905813885234,"[<QgsPointXY: POINT(8128376.94987242482602596 2159315.60198345268145204)>, <QgsPointXY: POINT(8128384.28655924089252949 2158834.41547372750937939)>, <QgsPointXY: POINT(8128376.94987242482602596 2158624.87021025875583291)>, <QgsPointXY: POINT(8128252.22619654517620802 2158298.91537343198433518)>, <QgsPointXY: POINT(8128156.84926793351769447 2158120.41859760554507375)>]"
1267.7786612570198,665.4884235910293,0.0015026557405821114,109.15045862828146,"[<QgsPointXY: POINT(8128252.22619654517620802 2158337.71923586307093501)>, <QgsPointXY: POINT(8128164.18595474772155285 2158104.89721580408513546)>, <QgsPointXY: POINT(8128142.17589429952204227 2157903.12037291983142495)>, <QgsPointXY: POINT(8128274.23625699430704117 2157631.50098572205752134)>, <QgsPointXY: POINT(8128677.75403189659118652 2157313.32307007536292076)>]"
894.7233444945387,814.9799521506778,0.0012270240480898537,62.90200309355431,"[<QgsPointXY: POINT(8128674.08568848855793476 2157270.64106027502566576)>, <QgsPointXY: POINT(8128835.49279844854027033 2157107.67424268834292889)>, <QgsPointXY: POINT(8128941.87475728616118431 2156999.03045147238299251)>, <QgsPointXY: POINT(8129007.90493863448500633 2156847.70617576874792576)>, <QgsPointXY: POINT(8129040.92002930771559477 2156645.94229453569278121)>, <QgsPointXY: POINT(8129048.25671612471342087 2156502.38079911004751921)>]"
1098.1159740249159,792.8109317242008,0.0012613347772907288,79.35991824771233,"[<QgsPointXY: POINT(8128791.47267755027860403 2157227.95914355851709843)>, <QgsPointXY: POINT(8128927.20138365402817726 2157088.27352145640179515)>, <QgsPointXY: POINT(8129040.92002930771559477 2156983.50995909841731191)>, <QgsPointXY: POINT(8129143.63364473730325699 2156898.14747101860120893)>, <QgsPointXY: POINT(8129327.05081514827907085 2156839.94598803715780377)>, <QgsPointXY: POINT(8129591.17154053878039122 2156855.46636657789349556)>, <QgsPointXY: POINT(8129748.91030709072947502 2156867.10665855975821614)>]"
976.3273763383133,722.7066432032663,0.0013836872947060252,77.40268975434448,"[<QgsPointXY: POINT(8129117.95524087827652693 2155854.42714697262272239)>, <QgsPointXY: POINT(8129154.63867496140301228 2155575.07649815594777465)>, <QgsPointXY: POINT(8129169.31204859353601933 2155419.88341494183987379)>, <QgsPointXY: POINT(8129360.06590582057833672 2155225.89379009930416942)>, <QgsPointXY: POINT(8129558.15644986275583506 2155047.42503198515623808)>]"
1337.4844905409534,633.6713152418755,0.001578105203670605,120.93369958359375,"[<QgsPointXY: POINT(8129917.65410386677831411 2154760.32652828050777316)>, <QgsPointXY: POINT(8130203.78488970547914505 2154504.26925002504140139)>, <QgsPointXY: POINT(8130321.17187876906245947 2154349.08464929414913058)>, <QgsPointXY: POINT(8130328.50856558419764042 2154093.03274481929838657)>, <QgsPointXY: POINT(8130137.7547083580866456 2153728.35853479569777846)>, <QgsPointXY: POINT(8130079.06121382676064968 2153658.52807710925117135)>]"
1473.3138328928844,1058.5919963612882,0.0009446510113786168,79.74239821684324,"[<QgsPointXY: POINT(8128046.79896568413823843 2150438.8381394213065505)>, <QgsPointXY: POINT(8127863.38179527316242456 2150175.07972799660637975)>, <QgsPointXY: POINT(8127738.6581193944439292 2149942.35466084163635969)>, <QgsPointXY: POINT(8127701.97468531224876642 2149794.96354515850543976)>, <QgsPointXY: POINT(8127701.97468531224876642 2149624.30153032159432769)>, <QgsPointXY: POINT(8127768.00486666057258844 2149329.5251801130361855)>, <QgsPointXY: POINT(8127856.04510845802724361 2149081.29589602304622531)>]"
1112.9152228809285,1317.041123492826,0.0007592777341287378,48.415606839846625,"[<QgsPointXY: POINT(8128098.15577339939773083 2148266.81559134973213077)>, <QgsPointXY: POINT(8128208.20607564505189657 2147964.30293536186218262)>, <QgsPointXY: POINT(8128274.23625699244439602 2147785.90021887049078941)>, <QgsPointXY: POINT(8128398.95993287116289139 2147615.25565773388370872)>, <QgsPointXY: POINT(8128692.427405527792871 2147359.2915941565297544)>]"
1173.3076496993672,876.4518505669517,0.0011409639894685926,76.70196184160197,"[<QgsPointXY: POINT(8128582.37710328213870525 2147452.36904975678771734)>, <QgsPointXY: POINT(8128802.47770777437835932 2147266.21457933029159904)>, <QgsPointXY: POINT(8128919.86469683703035116 2147080.06187191093340516)>, <QgsPointXY: POINT(8128985.89487818349152803 2146893.9109273231588304)>, <QgsPointXY: POINT(8128993.23156500048935413 2146645.71240975055843592)>, <QgsPointXY: POINT(8128963.88481773436069489 2146428.54127708822488785)>]"
1516.7931215242502,1212.8600269424312,0.0008244974504774122,71.65364702215413,"[<QgsPointXY: POINT(8128013.78387501090764999 2144202.67541063716635108)>, <QgsPointXY: POINT(8128230.2161360951140523 2144346.14697668701410294)>, <QgsPointXY: POINT(8128409.96496309712529182 2144466.35368863120675087)>, <QgsPointXY: POINT(8128542.02532579284161329 2144598.19415245996788144)>, <QgsPointXY: POINT(8128652.07562803849577904 2144772.69024220248684287)>, <QgsPointXY: POINT(8128714.43746597692370415 2144966.57660128269344568)>, <QgsPointXY: POINT(8128743.7842132430523634 2145144.95373910525813699)>, <QgsPointXY: POINT(8128773.13096050918102264 2145327.21031123213469982)>, <QgsPointXY: POINT(8128787.80433414131402969 2145404.76681151054799557)>]"
833.7117626905836,2016.9829805785228,0.0004957900039955588,23.682978881101786,"[<QgsPointXY: POINT(8127331.47200108785182238 2143888.59266005316749215)>, <QgsPointXY: POINT(8127712.97971554100513458 2144032.06193667277693748)>, <QgsPointXY: POINT(8128072.47736954316496849 2144260.8394329808652401)>]"
1000.8867430818605,1625.8131259348033,0.0006150768400427473,35.2725569958801,"[<QgsPointXY: POINT(8124374.78721407800912857 2142562.52072991011664271)>, <QgsPointXY: POINT(8124580.21444493811577559 2142729.24416400073096156)>, <QgsPointXY: POINT(8124734.28486808203160763 2142841.68634670227766037)>, <QgsPointXY: POINT(8124825.99345328751951456 2142892.09167148917913437)>, <QgsPointXY: POINT(8125093.78252208605408669 2142985.14799466356635094)>, <QgsPointXY: POINT(8125244.18460182286798954 2143031.67632115446031094)>]"
1277.9149866520318,1125.758865631264,0.0008882896955372897,65.03980341351438,"[<QgsPointXY: POINT(8121341.06721549946814775 2140604.5952819106169045)>, <QgsPointXY: POINT(8121528.15272931754589081 2140600.7183947884477675)>, <QgsPointXY: POINT(8121748.25333381071686745 2140592.96462283236905932)>, <QgsPointXY: POINT(8121939.00719103589653969 2140631.73351311543956399)>, <QgsPointXY: POINT(8122074.73589713964611292 2140701.51770777069032192)>, <QgsPointXY: POINT(8122221.46963346749544144 2140833.33297174470499158)>, <QgsPointXY: POINT(8122371.87171320337802172 2140957.39520193031057715)>, <QgsPointXY: POINT(8122474.58532863296568394 2141038.81146488338708878)>]"
555.4111561821627,819.2223624400909,0.0012206698032771648,38.845027434229124,"[<QgsPointXY: POINT(8130002.02600226365029812 2156905.9076818241737783)>, <QgsPointXY: POINT(8130156.09642540663480759 2156933.06844387343153358)>, <QgsPointXY: POINT(8130269.81507106311619282 2156948.58889625081792474)>, <QgsPointXY: POINT(8130379.86537330877035856 2157002.91057648835703731)>, <QgsPointXY: POINT(8130519.26242281962186098 2157084.39337951689958572)>]"
1057.566806803953,830.4250860747054,0.001204202542491641,72.967586840871,"[<QgsPointXY: POINT(8130790.71983502805233002 2157259.00052830204367638)>, <QgsPointXY: POINT(8130981.47369225323200226 2157390.9269627439789474)>, <QgsPointXY: POINT(8131109.86571153998374939 2157468.53116314578801394)>, <QgsPointXY: POINT(8131197.90595333743840456 2157507.33337875129655004)>, <QgsPointXY: POINT(8131271.27282150089740753 2157534.49497545370832086)>, <QgsPointXY: POINT(8131443.68496168684214354 2157534.49497545370832086)>, <QgsPointXY: POINT(8131616.09710187278687954 2157503.45315372897312045)>, <QgsPointXY: POINT(8131766.49918160773813725 2157472.41138124372810125)>]"
755.1920687679152,683.3726900169654,0.0014633303534198506,63.31730678479523,"[<QgsPointXY: POINT(8131568.40863756649196148 2157511.21360454382374883)>, <QgsPointXY: POINT(8131726.14740411844104528 2157476.29160011233761907)>, <QgsPointXY: POINT(8131931.57463497947901487 2157476.29160011233761907)>, <QgsPointXY: POINT(8132114.99180538766086102 2157538.37520663067698479)>, <QgsPointXY: POINT(8132276.39891534950584173 2157647.02199199143797159)>]"
1591.1532657924945,824.3005003924934,0.0012131498155391713,110.59846093136966,"[<QgsPointXY: POINT(8133094.43949537724256516 2158085.4955058665946126)>, <QgsPointXY: POINT(8133299.8667262364178896 2158201.90605409536510706)>, <QgsPointXY: POINT(8133468.61052301339805126 2158295.03499142080545425)>, <QgsPointXY: POINT(8133582.32916866894811392 2158318.31729502463713288)>, <QgsPointXY: POINT(8133732.73124840389937162 2158318.31729502463713288)>, <QgsPointXY: POINT(8133879.46498473268002272 2158291.15461018076166511)>, <QgsPointXY: POINT(8134048.20878151059150696 2158201.90605409536510706)>, <QgsPointXY: POINT(8134213.28423487953841686 2158042.81181173445656896)>, <QgsPointXY: POINT(8134330.67122394125908613 2157903.12037291843444109)>, <QgsPointXY: POINT(8134433.38483937084674835 2157802.23273180844262242)>]"
1778.0299436594466,1712.072737225463,0.0005840873335910785,59.50308617416766,"[<QgsPointXY: POINT(8135621.92810362949967384 2156560.58127847732976079)>, <QgsPointXY: POINT(8135856.70208175294101238 2156273.460592205170542)>, <QgsPointXY: POINT(8136054.79262579698115587 2156079.46251206751912832)>, <QgsPointXY: POINT(8136230.87310939095914364 2155970.82442673109471798)>, <QgsPointXY: POINT(8136744.44118653982877731 2155846.66735291946679354)>, <QgsPointXY: POINT(8137125.94890099205076694 2155745.79031005222350359)>]"
1488.6546725702626,2595.895652009969,0.00038522349664776113,32.85711034827758,"[<QgsPointXY: POINT(8136913.18498331587761641 2155792.34888065187260509)>, <QgsPointXY: POINT(8137375.39625274948775768 2155699.23185013933107257)>, <QgsPointXY: POINT(8137544.14004952646791935 2155644.91378679964691401)>, <QgsPointXY: POINT(8137712.88384630531072617 2155582.83618459524586797)>, <QgsPointXY: POINT(8138035.69806622620671988 2155388.84494585730135441)>, <QgsPointXY: POINT(8138277.80873116850852966 2155241.4128893855959177)>]"
1054.4590590520609,1688.8257437412838,0.0005921274019572223,35.774000945283106,"[<QgsPointXY: POINT(8138475.899275210686028 2155132.77945256792008877)>, <QgsPointXY: POINT(8138732.68331378512084484 2154993.10877615120261908)>, <QgsPointXY: POINT(8138879.41705011297017336 2154876.71730647748336196)>, <QgsPointXY: POINT(8139121.52771505434066057 2154597.38060039654374123)>, <QgsPointXY: POINT(8139246.25139093399047852 2154434.43602760555222631)>]"
230.90099227715476,431.53077080802734,0.002317331851278027,30.657494755453218,"[<QgsPointXY: POINT(8139431.50273304712027311 2154240.45616000797599554)>, <QgsPointXY: POINT(8139482.85954076051712036 2154184.20235757110640407)>, <QgsPointXY: POINT(8139515.87463143561035395 2154145.40672583505511284)>, <QgsPointXY: POINT(8139561.72892403788864613 2154052.29752301331609488)>]"
1430.469118246213,2124.4965307459443,0.00047069975663781587,38.57847824798796,"[<QgsPointXY: POINT(8125930.16481915768235922 2177415.28100669197738171)>, <QgsPointXY: POINT(8126190.61720114015042782 2177458.00716268597170711)>, <QgsPointXY: POINT(8126388.70774518419057131 2177481.31237833853811026)>, <QgsPointXY: POINT(8126513.43142106104642153 2177481.31237833853811026)>, <QgsPointXY: POINT(8126707.85362169519066811 2177469.65976701350882649)>, <QgsPointXY: POINT(8126942.62759982142597437 2177423.04939169296994805)>, <QgsPointXY: POINT(8127199.41163839492946863 2177341.48150430293753743)>, <QgsPointXY: POINT(8127331.4720010906457901 2177298.75560489483177662)>]"
2026.526161787756,1603.537441597925,0.0006236212351883097,72.40953228231407,"[<QgsPointXY: POINT(8128703.43243575748056173 2176902.574472660664469)>, <QgsPointXY: POINT(8129044.5883727204054594 2176797.70435028523206711)>, <QgsPointXY: POINT(8129323.38247174303978682 2176720.02314348379150033)>, <QgsPointXY: POINT(8129572.82982350140810013 2176642.34224758902564645)>, <QgsPointXY: POINT(8129836.95054889190942049 2176634.57417509891092777)>, <QgsPointXY: POINT(8130057.05115338414907455 2176696.71884207101538777)>, <QgsPointXY: POINT(8130244.13666720315814018 2176778.28401943668723106)>, <QgsPointXY: POINT(8130456.90058487839996815 2176879.26995205041021109)>, <QgsPointXY: POINT(8130618.30769483931362629 2176972.48820239817723632)>]"
997.5522963761211,1732.0171886922085,0.0005773614756993656,32.99940485526678,"[<QgsPointXY: POINT(8124831.49596840422600508 2177248.26148143084719777)>, <QgsPointXY: POINT(8125033.25485585629940033 2177306.52394324401393533)>, <QgsPointXY: POINT(8125167.1493902551010251 2177351.19194910768419504)>, <QgsPointXY: POINT(8125306.54643976781517267 2177419.1651988048106432)>, <QgsPointXY: POINT(8125418.43091371562331915 2177492.96499666292220354)>, <QgsPointXY: POINT(8125497.30029699299484491 2177549.28608388267457485)>, <QgsPointXY: POINT(8125605.51642753463238478 2177640.56543450988829136)>, <QgsPointXY: POINT(8125695.39084103610366583 2177718.25032650819048285)>]"
1990.8455964080176,1211.8135206469005,0.000825209475684156,94.12921080092622,"[<QgsPointXY: POINT(8126764.7129445243626833 2178642.72442096890881658)>, <QgsPointXY: POINT(8126948.13011493533849716 2178809.75595314195379615)>, <QgsPointXY: POINT(8127175.56740624271333218 2179000.09596462734043598)>, <QgsPointXY: POINT(8127226.92421395797282457 2179042.8256117613054812)>, <QgsPointXY: POINT(8127395.66801073495298624 2179128.28518852172419429)>, <QgsPointXY: POINT(8127549.73843387886881828 2179202.09148976160213351)>, <QgsPointXY: POINT(8127729.48726088274270296 2179244.82158205332234502)>, <QgsPointXY: POINT(8127942.25117855798453093 2179244.82158205332234502)>, <QgsPointXY: POINT(8128147.67840941622853279 2179186.55329773109406233)>, <QgsPointXY: POINT(8128356.77398368436843157 2179073.90177791053429246)>, <QgsPointXY: POINT(8128510.84440682735294104 2179000.09596462734043598)>]"
675.4905407709872,746.7421917768276,0.0013391502596372129,51.828807201982755,"[<QgsPointXY: POINT(8128353.10564027726650238 2179070.01725441822782159)>, <QgsPointXY: POINT(8128554.86452772747725248 2178972.90442002471536398)>, <QgsPointXY: POINT(8128668.58317338302731514 2178883.56104194279760122)>, <QgsPointXY: POINT(8128778.63347562775015831 2178720.41332674073055387)>, <QgsPointXY: POINT(8128837.32697016000747681 2178627.18667716160416603)>]"
926.0344873065902,837.0406236922319,0.0011946851463301093,63.38744656404784,"[<QgsPointXY: POINT(8128807.98022289201617241 2178669.91550258779898286)>, <QgsPointXY: POINT(8128925.36721195466816425 2178483.46313707856461406)>, <QgsPointXY: POINT(8128991.3973933020606637 2178254.28456017374992371)>, <QgsPointXY: POINT(8128965.71898944396525621 2178017.34006503550335765)>, <QgsPointXY: POINT(8128925.36721195466816425 2177792.05126203456893563)>]"
2775.3019559404133,1017.7927005672883,0.0009825183452805556,156.23327703289553,"[<QgsPointXY: POINT(8128925.36721195466816425 2177811.47260751808062196)>, <QgsPointXY: POINT(8128914.36218172870576382 2177496.84920432465150952)>, <QgsPointXY: POINT(8128929.03555536456406116 2177294.87143688648939133)>, <QgsPointXY: POINT(8129020.74414056818932295 2177057.93865856342017651)>, <QgsPointXY: POINT(8129288.53320936672389507 2176797.70435028430074453)>, <QgsPointXY: POINT(8129519.63884408306330442 2176669.53052578726783395)>, <QgsPointXY: POINT(8129860.79478104691952467 2176653.99436215218156576)>, <QgsPointXY: POINT(8130051.54863827209919691 2176720.02314348379150033)>, <QgsPointXY: POINT(8130345.0161109296604991 2176852.08138003945350647)>, <QgsPointXY: POINT(8130587.12677587009966373 2176976.37230587936937809)>, <QgsPointXY: POINT(8130792.55400672927498817 2177077.35926925716921687)>]"
1808.3573852604873,5433.903845007471,0.0001840297562347876,19.067552349483375,"[<QgsPointXY: POINT(8131852.70525170210748911 2177551.22819325374439359)>, <QgsPointXY: POINT(8132322.25320795271545649 2177753.20862939301878214)>, <QgsPointXY: POINT(8132564.3638728940859437 2177893.0424708710052073)>, <QgsPointXY: POINT(8132784.46447738632559776 2178063.95186818204820156)>, <QgsPointXY: POINT(8133173.30887865461409092 2178374.70008498895913363)>, <QgsPointXY: POINT(8133364.06273588165640831 2178522.30723206931725144)>]"
2374.2477806787324,3466.0583437581504,0.0002885121659307465,39.24757285063338,"[<QgsPointXY: POINT(8136166.67709974851459265 2180736.54929979797452688)>, <QgsPointXY: POINT(8136614.21499554812908173 2181117.26903722109273076)>, <QgsPointXY: POINT(8136959.03927592188119888 2181412.52622962417080998)>, <QgsPointXY: POINT(8137296.52686947491019964 2181599.00677523482590914)>, <QgsPointXY: POINT(8137795.42157298978418112 2181762.17872545588761568)>, <QgsPointXY: POINT(8138198.93934789299964905 2181886.50113406591117382)>]"
1284.8901156560798,3207.4010142963066,0.0003117789124411675,22.95278340220932,"[<QgsPointXY: POINT(8138602.45712279342114925 2182045.79038645653054118)>, <QgsPointXY: POINT(8138892.25625204108655453 2182146.8037619898095727)>, <QgsPointXY: POINT(8139141.70360380038619041 2182232.27702978299930692)>, <QgsPointXY: POINT(8139314.11574398539960384 2182267.24347534961998463)>, <QgsPointXY: POINT(8139622.25659027323126793 2182302.20998406037688255)>, <QgsPointXY: POINT(8139849.69388158340007067 2182321.63584951777011156)>]"
1092.6292131535774,2269.4870988886637,0.0004406281932555096,27.58466550308034,"[<QgsPointXY: POINT(8139717.6335188876837492 2182309.98032790469005704)>, <QgsPointXY: POINT(8139912.05571952275931835 2182344.94691379182040691)>, <QgsPointXY: POINT(8140168.83975809533149004 2182379.91356282401829958)>, <QgsPointXY: POINT(8140535.6740989163517952 2182531.43643834255635738)>, <QgsPointXY: POINT(8140755.77470340766012669 2182624.68187422631308436)>]"
1508.269156884292,874.7263222273999,0.0011432147113780726,98.79370822998885,"[<QgsPointXY: POINT(8140935.52353041525930166 2182636.33758528856560588)>, <QgsPointXY: POINT(8141162.9608217217028141 2182729.58352641295641661)>, <QgsPointXY: POINT(8141317.03124486654996872 2182803.40354832354933023)>, <QgsPointXY: POINT(8141427.08154711313545704 2182842.25630449969321489)>, <QgsPointXY: POINT(8141496.78007186949253082 2182846.14158440567553043)>, <QgsPointXY: POINT(8141625.17209115531295538 2182834.48574702627956867)>, <QgsPointXY: POINT(8141757.23245385102927685 2182783.97719947714358568)>, <QgsPointXY: POINT(8141907.6345335878431797 2182710.15725164255127311)>, <QgsPointXY: POINT(8142025.02152264956384897 2182613.02617018064484)>, <QgsPointXY: POINT(8142171.75525897927582264 2182484.81388880684971809)>, <QgsPointXY: POINT(8142259.79550077486783266 2182403.22469726065173745)>]"
1455.6207907138976,3568.161157472772,0.00028025639982816016,23.373643789809243,"[<QgsPointXY: POINT(8141529.79516254179179668 2182912.19146212143823504)>, <QgsPointXY: POINT(8141771.9058274831622839 2183001.55342009756714106)>, <QgsPointXY: POINT(8142010.34814901743084192 2183090.91579061141237617)>, <QgsPointXY: POINT(8142168.08691556937992573 2183125.88378702709451318)>, <QgsPointXY: POINT(8142347.83574257045984268 2183160.85184661485254765)>, <QgsPointXY: POINT(8142637.63487181812524796 2183207.47602433431893587)>, <QgsPointXY: POINT(8142773.36357792280614376 2183215.24673154018819332)>, <QgsPointXY: POINT(8142942.10737469978630543 2183215.24673154018819332)>]"
1979.0061235528808,1163.8979158180437,0.0008591818804806018,97.42151521117775,"[<QgsPointXY: POINT(8142784.36860814597457647 2183207.47602433431893587)>, <QgsPointXY: POINT(8143107.18282806873321533 2183223.01744186552241445)>, <QgsPointXY: POINT(8143382.30858368426561356 2183238.55887187458574772)>, <QgsPointXY: POINT(8143657.43433929793536663 2183359.0053775766864419)>, <QgsPointXY: POINT(8143862.86157015711069107 2183549.39009281294420362)>, <QgsPointXY: POINT(8143980.24855922069400549 2183786.40225342847406864)>, <QgsPointXY: POINT(8144104.97223509941250086 2184101.12780597386881709)>, <QgsPointXY: POINT(8144178.3391032638028264 2184283.7486835434101522)>]"
1153.2487256744894,3220.0736419939967,0.00031055190383185165,20.520116014822463,"[<QgsPointXY: POINT(8143253.91656439937651157 2181567.92655962193384767)>, <QgsPointXY: POINT(8143642.76096566952764988 2181295.97680028341710567)>, <QgsPointXY: POINT(8143943.56512514315545559 2181016.2610307983122766)>, <QgsPointXY: POINT(8144119.64560873620212078 2180814.24659779388457537)>]"
846.1978530982162,1451.114038938206,0.0006891257152550943,33.411271832939406,"[<QgsPointXY: POINT(8143855.52488334570080042 2181117.26903722202405334)>, <QgsPointXY: POINT(8144060.95211420487612486 2180907.48376667173579335)>, <QgsPointXY: POINT(8144185.67579008359462023 2180790.93737568007782102)>, <QgsPointXY: POINT(8144523.16338363662362099 2180612.23427105834707618)>]"
808.9663383866356,1257.6363085400474,0.0007951424376104968,36.85513581546717,"[<QgsPointXY: POINT(8144273.7160318810492754 2180744.31901557743549347)>, <QgsPointXY: POINT(8144515.82669682148844004 2180620.0039369878359139)>, <QgsPointXY: POINT(8144684.5704935984686017 2180487.92003987263888121)>, <QgsPointXY: POINT(8144889.99772445950657129 2180239.29396995948627591)>]"
1019.7048442629472,961.5431289669625,0.0010399949517338383,60.76148033846454,"[<QgsPointXY: POINT(8144669.89711996540427208 2180495.68965595727786422)>, <QgsPointXY: POINT(8144798.28913925215601921 2180348.06748305214568973)>, <QgsPointXY: POINT(8144923.01281513087451458 2180258.71776680601760745)>, <QgsPointXY: POINT(8145110.09832894895225763 2180173.25320629728958011)>, <QgsPointXY: POINT(8145322.86224662512540817 2180142.17527773696929216)>, <QgsPointXY: POINT(8145572.30959838256239891 2180126.6363321440294385)>]"
1096.5773747144226,1856.725573411096,0.0005385825532433655,33.83874083516015,"[<QgsPointXY: POINT(8145429.24420546274632215 2180128.57869966188445687)>, <QgsPointXY: POINT(8145682.35990062914788723 2180120.80923075880855322)>, <QgsPointXY: POINT(8145840.09866718109697104 2180101.38557212892919779)>, <QgsPointXY: POINT(8145997.83743373304605484 2180066.42303564865142107)>, <QgsPointXY: POINT(8146269.29484594147652388 2179953.76640268228948116)>, <QgsPointXY: POINT(8146478.39042020868510008 2179860.53382231062278152)>]"
666.7180650119873,1766.9686430257188,0.0005659409995457654,21.6190204625831,"[<QgsPointXY: POINT(8146966.28009349852800369 2179642.99287869734689593)>, <QgsPointXY: POINT(8147079.99873915407806635 2179584.72339763026684523)>, <QgsPointXY: POINT(8147237.73750570695847273 2179479.83877308201044798)>, <QgsPointXY: POINT(8147377.13455521874129772 2179355.53180471807718277)>, <QgsPointXY: POINT(8147498.1898876903578639 2179246.76386121241375804)>]"
504.97251350988483,2579.5817869187513,0.0003876597381292865,11.216079265619594,"[<QgsPointXY: POINT(8147839.34582465048879385 2178943.77066454803571105)>, <QgsPointXY: POINT(8147967.73784393910318613 2178827.23608036432415247)>, <QgsPointXY: POINT(8148052.10974232666194439 2178765.08458848763257265)>, <QgsPointXY: POINT(8148239.19525614473968744 2178636.89776558056473732)>]"
1227.2254133514357,2911.310274731806,0.00034348795065895934,24.152299157709212,"[<QgsPointXY: POINT(8149112.26098729763180017 2178069.77835144847631454)>, <QgsPointXY: POINT(8149321.35656156484037638 2177891.10032727895304561)>, <QgsPointXY: POINT(8149504.77373197674751282 2177704.65544795105233788)>, <QgsPointXY: POINT(8149669.84918534569442272 2177483.25448090443387628)>, <QgsPointXY: POINT(8149805.5778914475813508 2177257.97187958192080259)>, <QgsPointXY: POINT(8149886.28144642803817987 2177129.7950152070261538)>]"
609.4702920890032,1050.2447415002027,0.0009521590163561004,33.24946471564758,"[<QgsPointXY: POINT(8149790.90451781172305346 2177292.92935317242518067)>, <QgsPointXY: POINT(8149878.94475960824638605 2177141.44742243830114603)>, <QgsPointXY: POINT(8149955.97997118066996336 2177040.46012555528432131)>, <QgsPointXY: POINT(8150047.68855638708919287 2176958.89384633302688599)>, <QgsPointXY: POINT(8150190.75394930690526962 2176842.37118497909978032)>]"
615.7047998413901,2064.532048876152,0.00048437126492870846,17.08730386436108,"[<QgsPointXY: POINT(8150656.63356214761734009 2176508.34343285532668233)>, <QgsPointXY: POINT(8150788.69392484333366156 2176391.82347631268203259)>, <QgsPointXY: POINT(8150858.39244959969073534 2176337.4477359508164227)>, <QgsPointXY: POINT(8151016.13121615257114172 2176166.55354352295398712)>, <QgsPointXY: POINT(8151089.49808431789278984 2176073.33916354086250067)>]"
226.13615916411678,983.6263697264621,0.0010166461888146525,13.172326316348814,"[<QgsPointXY: POINT(8151008.79452933557331562 2176176.26340050995349884)>, <QgsPointXY: POINT(8151065.65385216102004051 2176108.29450358543545008)>, <QgsPointXY: POINT(8151107.83980135712772608 2176071.39720205031335354)>, <QgsPointXY: POINT(8151170.20163929462432861 2176018.96431523328647017)>]"
